    0.128599817452430720E+01    0.470783811662733598E+01   -0.134066894054412842E+02    0.164221477508544922E+01   -0.155851125717163086E+01    0.573171019554138184E+00    0.586591958999633789E+00    0.577567342549681673E+01    0.343918749511718769E+01   -0.113937933444976807E+02   -0.108153076598182990E+06   -0.248374951018090684E+01    1
    0.566023604189157492E+01    0.212023792059063920E+01   -0.132418456077575684E+02   -0.879618644714355469E+00   -0.505065202713012695E+00    0.706043362617492676E+00   -0.825442790985107422E+00    0.601586630903780506E+01    0.270771704845547667E+01   -0.104920053482055664E+02   -0.107994557884402515E+06   -0.256708284351423943E+01    1
    0.210027106346428383E+01    0.122053055201172844E+01   -0.150791194438934326E+02   -0.416529178619384766E-01   -0.674880981445312500E+00    0.944759964942932129E+00    0.896932959556579590E+00    0.570981032326698301E+01    0.147195977831482883E+01   -0.108449416160583496E+02   -0.935743925507853855E+05   -0.265041617684757336E+01    1
    0.426929530205428609E+01    0.221582042475461982E+01   -0.155562753677368164E+02    0.179106211662292480E+01    0.715782642364501953E-01   -0.896590352058410645E+00   -0.296923160552978516E+00    0.488780535644590852E+01    0.418783172340214271E+01   -0.126811192035675049E+02   -0.686736959557623923E+05   -0.273374951018090639E+01    1
    0.528819374098658557E+01    0.529742010302662880E+01   -0.139383590221405029E+02    0.137510132789611816E+01   -0.163144612312316895E+01    0.291268825531005859E-01    0.203299522399902344E+00    0.448696943567216433E+01    0.386147144942045228E+01   -0.122449555397033691E+02   -0.454420882488712377E+05   -0.281708284351423943E+01    1
    0.843120437861084926E+00    0.401633171931028343E+01   -0.153839011192321777E+02    0.173644065856933594E+01   -0.850559234619140625E+00   -0.609915256500244141E-01    0.271652340888977051E+00    0.386528131226480021E+01    0.142466736996710308E+01   -0.103352410793304443E+02   -0.178460808764474823E+05   -0.290041617684757247E+01    1
    0.397721892507672337E+01    0.627266110154271139E+01   -0.142057290077209473E+02    0.241312503814697266E+00    0.183221340179443359E+01    0.698999881744384766E+00    0.129683375358581543E+00    0.326467495423972620E+01    0.320291083449602132E+01   -0.139249243736267090E+02   -0.164876103035798078E+05   -0.298374951018090595E+01    1
    0.314719987637162202E+01    0.374224629890203486E+01   -0.142298371791839600E+02   -0.131949234008789062E+01    0.162411713600158691E+01    0.656405925750732422E+00   -0.800068497657775879E+00    0.223730478549301637E+01    0.210167509136199948E+01   -0.130849280357360840E+02   -0.321473609954258927E+04   -0.306708284351423899E+01    1
    0.529856047777950767E+01    0.531887450318038457E+01   -0.121762061119079590E+02   -0.803643703460693359E+00   -0.161283469200134277E+01   -0.843800306320190430E+00   -0.803261280059814453E+00    0.227659210013210789E+01    0.503498448144853139E+01   -0.121145384311676025E+02   -0.295257706201625570E+04   -0.315041617684757203E+01    1
    0.678368680952191383E+00    0.249720911217629915E+01   -0.152298464775085449E+02   -0.253667831420898438E-01   -0.186027932167053223E+01   -0.965276002883911133E+00    0.485117673873901367E+00    0.241883709135174740E+01    0.701922569074630798E+00   -0.104588782787322998E+02   -0.280267695838317604E+04   -0.323374951018090595E+01    1
    0.600651036746919154E+01    0.204412829841375343E+01   -0.133607609272003174E+02    0.196759653091430664E+01    0.198335456848144531E+01   -0.336255311965942383E+00    0.668170571327209473E+00    0.219041235095024112E+01    0.349253418860614318E+01   -0.120056128501892090E+02   -0.248305520991925050E+04   -0.331708284351423899E+01    1
    0.353328994639992722E+01    0.568611487138211746E+01   -0.124089970588684082E+02    0.205141544342041016E+00    0.131898236274719238E+01    0.327407717704772949E+00    0.448691368103027344E+00    0.207324212203085434E+01    0.303714453728973899E+01   -0.118093764781951904E+02   -0.192786340730916595E+04   -0.340041617684757336E+01    1
    0.490922979601502441E+01    0.167236650348246108E+01   -0.141426126956939697E+02    0.134120321273803711E+01    0.360156774520874023E+00   -0.870377302169799805E+00   -0.493946909904479980E+00    0.151384093056917202E+01    0.190129046212553976E+01   -0.118627533912658691E+02   -0.553005790136348196E+03   -0.348374951018090551E+01    1
    0.418033296357393258E+01    0.212183706679582595E+01   -0.129085333347320557E+02   -0.166375803947448730E+01    0.156620693206787109E+01    0.921870470046997070E+00   -0.517531871795654297E+00    0.148007572618663308E+01    0.338897692582547672E+01   -0.121162667274475098E+02   -0.527425874933147838E+03   -0.356708284351423899E+01    1
    0.387835011928498741E+01    0.577759052840650078E+01   -0.142764785289764404E+02    0.316257476806640625E-01    0.144812893867492676E+01   -0.977109909057617188E+00   -0.232262372970581055E+00    0.136440502452850354E+01    0.456057023339271606E+01   -0.135531249046325684E+02   -0.476633922858041274E+03   -0.365041617684757247E+01    1
    0.400499650661885731E+01    0.320643569727897670E+01   -0.141921896934509277E+02    0.147510862350463867E+01    0.947160005569458008E+00   -0.668841600418090820E-01    0.144989728927612305E+00    0.141729856417477129E+01    0.272224044185996084E+01   -0.112838881015777588E+02   -0.384555459701355403E+03   -0.373374951018090595E+01    1
    0.165348908811509610E+01    0.325169790151000049E+01   -0.157688684463500977E+02   -0.808012723922729492E+00    0.197429943084716797E+01    0.261669039726257324E+00   -0.292623400688171387E+00    0.123913644958078861E+01    0.148328338127970705E+01   -0.113359594345092773E+02   -0.226776906927237405E+03   -0.381708284351423943E+01    1
    0.224429309186041381E+01    0.340315427447736285E+01   -0.130617923736572266E+02    0.318527221679687500E+00    0.172183275222778320E+01   -0.175476074218750000E-01   -0.429213881492614746E+00    0.105039525255024446E+01    0.454882156463325060E+01   -0.138796818256378174E+02   -0.175738620222778110E+03   -0.390041617684757247E+01    1
    0.625450798330903113E+00    0.227246428058326266E+01   -0.154990158081054688E+02   -0.602733612060546875E+00   -0.332951545715332031E-02   -0.283111333847045898E-01   -0.819403529167175293E+00    0.100722841670751584E+01    0.222771627488613122E+01   -0.121393702030181885E+02   -0.113710124394497939E+03   -0.398374951018090684E+01    1
    0.299808529760122333E+01    0.595120237920820738E+01   -0.150783233642578125E+02    0.154731321334838867E+01   -0.111101293563842773E+01    0.626849770545959473E+00   -0.966668725013732910E+00    0.880534841452837003E+00    0.127205826350569740E+01   -0.137700819969177246E+02   -0.853492585159375636E+02   -0.406708284351423988E+01    1
    0.414912377156853651E+01    0.353827314064025877E+01   -0.137677462100982666E+02    0.159139490127563477E+01    0.309257268905639648E+00    0.232829213142395020E+00    0.315674901008605957E+00    0.872811002732515329E+00    0.252151650900244739E+01   -0.134065270423889160E+02   -0.780605572804521017E+02   -0.415041617684757291E+01    1
    0.338277957889258873E+01    0.519719820233106677E+01   -0.155409069061279297E+02    0.699864149093627930E+00   -0.114783525466918945E+01    0.435622692108154297E+00   -0.467539906501770020E+00    0.983241972644329110E+00    0.325655675932407407E+01   -0.102364506721496582E+02   -0.733144365976059049E+02   -0.423374951018090595E+01    1
    0.568864751581022787E+01    0.411220843617534104E+01   -0.149202897388262130E+02   -0.714789496549123049E+00    0.149258071684916072E+01   -0.880974253683781905E+00   -0.553965142524297294E+00    0.871447064517437253E+00    0.607932028148883696E+00   -0.107891746367927048E+02   -0.502392761807970913E+02   -0.431708284351423988E+01    1
    0.267936010410785697E+01    0.297938165362477303E+01   -0.158394703865051270E+02    0.544748067855834961E+00   -0.106577062606811523E+01    0.934640407562255859E+00   -0.205638647079467773E+00    0.686753525071144177E+00    0.286758448105335262E+01   -0.134453754425048828E+02   -0.301103368633853066E+02   -0.440041617684757291E+01    1
    0.377375014994343116E+01    0.561758138018498343E+01   -0.124084651202079002E+02    0.456422681712801648E+00    0.102704276800981642E+01   -0.472953952743421113E+00   -0.244588388359452069E+00    0.732348121766679516E+00    0.215089385070489625E+01   -0.110899531760168593E+02   -0.264746661846852120E+02   -0.448374951018090595E+01    1
    0.665384761570525285E+00    0.226533925128694369E+01   -0.137323435229522453E+02   -0.135577585830389014E+01    0.199792006336332273E+01   -0.987695357210891522E-01    0.821508145505611687E-02    0.723038889782349425E+00    0.182651890233377978E+01   -0.102065642887022676E+02   -0.212964037929834191E+02   -0.456708284351423899E+01    1
    0.504453554132461601E+01    0.548361839543581020E+01   -0.141745326519012451E+02    0.161710143089294434E+01   -0.130115389823913574E+01    0.555127620697021484E+00    0.782883048057556152E+00    0.539866141261458377E+00    0.149773037519335750E+01   -0.127549245357513428E+02   -0.103457107767550127E+02   -0.465041617684757203E+01    1
