    0.501888441227734106E+01    0.206157659389376663E+00   -0.104457879066467285E+01    0.184719800949096680E+01    0.595095157623291016E-01    0.559715140937984046E+01    0.477716578596353525E+01   -0.119651672840118408E+02   -0.102438868336360785E+06   -0.230091898153046470E+01    1
    0.243671195065557988E+01    0.359745278545141245E+01   -0.318896460533142090E+01   -0.804311752319335938E+00   -0.817945003509521484E+00    0.531341830621004085E+01    0.483682966872394093E+01   -0.126768677234649658E+02   -0.958564764990835683E+05   -0.240091898153046435E+01    1
    0.407889016905426960E+01    0.365602984800398367E+01   -0.253580355644226074E+01   -0.322987794876098633E+00   -0.337854027748107910E+00    0.531505977174103261E+01    0.168780406922578829E+01   -0.103458390235900879E+02   -0.639004566530068259E+05   -0.250091898153046444E+01    1
    0.372619940976858155E+01    0.464478943681716938E+01   -0.207544112205505371E+01   -0.939702510833740234E+00    0.915871500968933105E+00    0.508717057678997531E+01    0.177789816879093654E+01   -0.106409616470336914E+02   -0.566534875071739807E+05   -0.260091898153046497E+01    1
    0.205104170331954966E+00    0.548713389553606490E+01   -0.268947339057922363E+01   -0.784136295318603516E+00    0.991932272911071777E+00    0.379976612732410457E+01    0.617149656595289731E+01   -0.132212276458740234E+02   -0.272505456014778356E+05   -0.270091898153046506E+01    1
    0.299138086777329448E+00    0.554782093226194384E+01   -0.306570339202880859E+01   -0.116331601142883301E+01    0.374997377395629883E+00    0.354064152485609052E+01    0.925646868253350297E+00   -0.118908586502075195E+02   -0.166324914064694422E+05   -0.280091898153046470E+01    1
    0.380285319106400044E+01    0.553892750721871874E+01   -0.154392147064208984E+01   -0.111966729164123535E+01    0.596259117126464844E+00    0.301115485363602664E+01    0.434808564754188076E+01   -0.124882349967956543E+02   -0.958107743129535447E+04   -0.290091898153046479E+01    1
    0.499355386148571956E+01    0.356650087996661691E+01   -0.107788562774658203E+01   -0.178515934944152832E+01    0.394163966178894043E+00    0.275805981882691409E+01    0.526156739490926295E+01   -0.106729261875152588E+02   -0.492164385528929415E+04   -0.300091898153046532E+01    1
    0.240089145016670225E+00    0.207137333056390283E+01   -0.277331495285034180E+01   -0.511787176132202148E+00   -0.347164869308471680E-01    0.224065924745082867E+01    0.579767235927641433E+01   -0.122890415191650391E+02   -0.284569367125933832E+04   -0.310091898153046586E+01    1
    0.947752911123037389E+00    0.411865685304760909E+01   -0.497772693634033203E+00   -0.150995182991027832E+01   -0.628343343734741211E+00    0.192826322746276868E+01    0.884342082746028990E+00   -0.131564884185791016E+02   -0.173536134527241734E+04   -0.320091898153046506E+01    1
    0.119643437730729585E+01    0.584707773785591112E+01   -0.305290317535400391E+01   -0.198856616020202637E+01    0.150287151336669922E-02    0.199892264478623871E+01    0.367336279523313047E+01   -0.107947573661804199E+02   -0.139099418336018834E+04   -0.330091898153046515E+01    1
    0.478471435526371014E+01    0.558447508601844333E+01   -0.138961243629455566E+01   -0.118191790580749512E+01    0.184155106544494629E+00    0.199706920811891564E+01    0.359936389624416853E+01   -0.104691224098205566E+02   -0.130362682865348143E+04   -0.340091898153046479E+01    1
    0.493405064236044932E+01    0.345579689422726632E+01   -0.147783946990966797E+01    0.865337848663330078E+00    0.989521026611328125E+00    0.183069658358097076E+01    0.428266858351588287E+01   -0.124467058181762695E+02   -0.121369717441870830E+04   -0.350091898153046488E+01    1
    0.520061970109701210E+01    0.215874288946330539E+01   -0.573804378509521484E-01   -0.180897283554077148E+01   -0.705835819244384766E-01    0.138278284714698807E+01    0.544600437944889126E+01   -0.119236755371093750E+02   -0.368947925164814421E+03   -0.360091898153046541E+01    1
    0.482259764200508645E+01    0.414028727163612853E+01   -0.337559175491333008E+01   -0.242384672164916992E+00    0.343054533004760742E-01    0.134456138030648242E+01    0.424915542255163192E+01   -0.122665774822235107E+02   -0.367835990528179877E+03   -0.370091898153046506E+01    1
    0.150844203321695325E+01    0.605748343364000297E+00   -0.261383605003356934E+01    0.187624287605285645E+01    0.614588856697082520E+00    0.129454705284416671E+01    0.525314809611797351E+01   -0.122829325199127197E+02   -0.299594599814924038E+03   -0.380091898153046559E+01    1
    0.145430363127887263E+01    0.268390699733436122E+01   -0.364387440681457520E+01    0.143241405487060547E+00    0.784502983093261719E+00    0.129333215113699440E+01    0.411333922378122807E+01   -0.116762161254882812E+02   -0.285563361634624016E+03   -0.390091898153046568E+01    1
    0.339006936364293132E+01    0.206396070741653448E+01   -0.287771916389465332E+01    0.481945276260375977E+00   -0.134546756744384766E-01    0.107335217602372168E+01    0.614047050802111638E+01   -0.111048862934112549E+02   -0.122157961690702493E+03   -0.400091898153046532E+01    1
    0.467622857630968092E+01    0.492637137000977976E+01   -0.389217948913574219E+01   -0.130980324745178223E+01   -0.405222773551940918E+00    0.897223261604905176E+00    0.119428732691049588E+01   -0.115274701118469238E+02   -0.644698579062782784E+02   -0.410091898153046586E+01    1
    0.172075621824264524E+01    0.572255368343651316E+01   -0.118170809745788574E+01   -0.166613912582397461E+01    0.109046697616577148E-01    0.784572961385846201E+00    0.174011599902272240E+01   -0.117273483276367188E+02   -0.385742004839760071E+02   -0.420091898153046550E+01    1
    0.461246908162891867E+01    0.236730151520431065E+01   -0.220209360122680664E+00   -0.843797445297241211E+00   -0.954971313476562500E-01    0.801774831057190940E+00    0.438693965722560897E+01   -0.108932843208312988E+02   -0.347762062629964177E+02   -0.430091898153046603E+01    1
    0.393683355501055754E+01    0.229476506725311280E+01   -0.243184256553649902E+01   -0.113553953170776367E+01    0.983556985855102539E+00    0.669475630416274115E+00    0.218320870288074032E+01   -0.113504693508148193E+02   -0.192143185109905446E+02   -0.440091898153046568E+01    1
    0.150637325484752660E+01    0.118408237727463250E+01   -0.394404768943786621E+01    0.172451877593994141E+01    0.837476372718811035E+00    0.598562671645283761E+00    0.722517849463820472E+00   -0.110525283813476562E+02   -0.115323903738972700E+02   -0.450091898153046621E+01    1
    0.228626599840521832E+00    0.411797562425434638E+01   -0.335014462471008301E+01    0.124708652496337891E+01    0.249060511589050293E+00    0.532834017539024374E+00    0.127261103629231465E+01   -0.135834600925445557E+02   -0.110288412767232984E+02   -0.460091898153046674E+01    1
    0.184119027835130712E-01    0.114148441803276546E+01   -0.116809082031250000E+01   -0.812759876251220703E+00   -0.103540301322937012E+00    0.552698634170293857E+00    0.222278289011776442E+01   -0.110945377349853516E+02   -0.104872019702367112E+02   -0.470091898153046639E+01    1
    0.348629863677746155E+01    0.501280532957190772E+01   -0.160926737758017513E+01   -0.363328928828610342E+00   -0.533335288914864591E-01    0.437895237099137635E+00    0.186462753193334074E+01   -0.121663744914229746E+02   -0.386372322562940207E+01   -0.480091898153046603E+01    1
    0.480406664589762666E+01    0.170894275971889509E+01   -0.180847358703613281E+01    0.638839244842529297E+00    0.547089457511901855E+00    0.897428117102384570E-01    0.623557551536738863E+01   -0.135620751380920410E+02   -0.347980182552549966E+01   -0.490091898153046657E+01    1
    0.285991256319824627E+01    0.654243830871717891E+00   -0.599207476920289306E+00   -0.164448912530771052E+01    0.442719105385872114E+00    0.333410956744182363E+00    0.490844555472632127E+01   -0.118970416862892243E+02   -0.331214254637607475E+01   -0.500091898153046621E+01    1
    0.469814699101805733E+01    0.604640550746917804E+00   -0.292725682258605957E+01    0.196956419944763184E+01   -0.288673877716064453E+00    0.152458180016279230E-01    0.566848606337964522E+01   -0.124568049907684326E+02   -0.188217658319244530E+01   -0.510091898153046674E+01    1
    0.197495309011112918E+01    0.315760685191142976E+00   -0.121456587004318273E+01   -0.315870015731221088E+00    0.287885772709827847E+00    0.365665582104838627E+00    0.414249645163039037E+01   -0.120957171863730384E+02   -0.185137167677888326E+01   -0.520091898153046639E+01    1
    0.263085394726189348E+01    0.424811364188498786E+01   -0.376992769081985468E+01   -0.162780383104728310E+00   -0.105115778691876494E+00    0.308772406180576164E+00    0.429354365306865304E+01   -0.133924156731374122E+02   -0.121888558589267260E+01   -0.530091898153046692E+01    1
    0.774235975413002819E+00    0.504712991563946822E+01   -0.302474855567082379E+01   -0.235812081579482857E+00    0.947737475569288002E+00    0.338848522495985238E+00    0.284395962723381102E+01   -0.105718946231005688E+02   -0.109277439470907756E+01   -0.540091898153046657E+01    1
    0.540626428547441940E+01    0.134091180658996101E+01   -0.288926458358764648E+01    0.772140026092529297E-01   -0.789717793464660645E+00    0.293122750396132503E+00    0.432885020318806202E+01   -0.133485574722290039E+02   -0.952142244274890026E+00   -0.550091898153046710E+01    1
    0.214970415558457395E+01    0.560318359858989701E+00   -0.163244724273681641E+01   -0.198331522941589355E+01    0.539184093475341797E+00    0.307984698407053947E+00    0.163682875601112854E+01   -0.104798359870910645E+02   -0.676561419021758925E+00   -0.560091898153046674E+01    1
    0.236181464999261159E+01    0.551329796089180491E+01   -0.373765022133643399E+01   -0.106141894048937813E+01    0.626167091336028658E+00    0.274655752054147828E+00    0.575394935700939913E+00   -0.112492045186600720E+02   -0.537683970719368576E+00   -0.570091898153046639E+01    1
    0.401608454448699970E+01    0.563227719881236588E+01   -0.332408571243286133E+01   -0.120167970657348633E+00    0.216365456581115723E+00    0.279741229773759870E+00    0.166757880205690867E+01   -0.107128417491912842E+02   -0.523330781887434759E+00   -0.580091898153046692E+01    1
    0.522454033610019497E+01    0.485239533476956986E+01   -0.312221866578699503E+01    0.261961460921398714E+00   -0.286259544722656578E+00    0.203867146647294273E+00    0.172200886512584517E+01   -0.124397618578834770E+02   -0.191482756022590739E+00   -0.590091898153046746E+01    1
    0.593835823039386490E+01    0.244919980237547419E+01   -0.294625792259085895E+01   -0.304849026131812639E+00    0.286084522672774844E+00    0.188396231327763009E+00    0.445138449470824815E+00   -0.104430948819136322E+02   -0.100291356486241101E+00   -0.600091898153046710E+01    1
    0.507419255784789414E+00    0.348807782160259539E+01   -0.146993564396212051E+01   -0.100153908143422821E+01   -0.152388766880584559E-01    0.120674285167747350E+00    0.476088792550312956E+01   -0.133930871596733549E+02   -0.912184254902241448E-01   -0.610091898153046763E+01    1
    0.179403876012334873E+01    0.191192382930339044E+01   -0.141873118695504452E+01   -0.184981000383805649E+01    0.975241745640142987E-01    0.969106462123004303E-01    0.111846722348577154E+01   -0.121352287788403714E+02   -0.897863915746945351E-01   -0.620091898153046728E+01    1
    0.367394225719935941E+01    0.489548080098160288E+01   -0.362496169350928721E+01   -0.611567047076117198E+00    0.301998335813895569E+00    0.150151776554646038E+00    0.220798117418822093E+01   -0.126963065003035975E+02   -0.610069111781858520E-01   -0.630091898153046603E+01    1
    0.192701113584399009E+01    0.548365475037285233E+01   -0.270663420408996114E+01   -0.316591579062200479E+00    0.802994766522788561E+00    0.165014368445710602E+00    0.418106364869375025E+01   -0.102824350747886584E+02   -0.573721696409483090E-01   -0.640091898153046657E+01    1
    0.193937318346544840E+01    0.603195206615516888E+01   -0.361012508703482737E+01    0.603971067176161114E+00    0.978063741178565760E+00    0.146645058875658901E+00    0.156887197645250032E+01   -0.109936439876079408E+02   -0.406625669943636581E-01   -0.650091898153046799E+01    1
    0.101333545961778970E+01    0.212441213280259644E+01   -0.141437490182149395E+01   -0.161456264980276676E+01    0.229526497249067596E+00    0.842923706400187794E-01    0.546687246980997621E+01   -0.132407881390668081E+02   -0.285021621774664384E-01   -0.660091898153046763E+01    1
    0.770403102880120261E+00    0.417214099071860289E+01   -0.290541863441467285E+01   -0.124007058143615723E+01    0.856243848800659180E+00    0.130299706123471276E+00    0.129769740831911573E+01   -0.108576982021331787E+02   -0.240430613664296931E-01   -0.670091898153046817E+01    1
    0.320630420351401302E+01    0.211727336137361366E+01   -0.285487652928198576E+01   -0.562754989776561798E+00    0.420264214515399193E+00    0.121614032891845816E+00    0.616176263754651191E-01   -0.112599060578139891E+02   -0.196974409738219260E-01   -0.680091898153046692E+01    1
    0.478344720882426788E+01    0.440871486221772280E+01   -0.253451320273322445E+01    0.192751993204267613E+00    0.412993400104517683E+00    0.574019212907293172E-01    0.143633454242808489E+01   -0.113932172968847780E+02   -0.195013974291492927E-01   -0.690091898153046746E+01    1
    0.207548306381057568E+01    0.420639000551285314E+01   -0.241016460185122083E+01   -0.130008419885120796E+00    0.147263027180901229E+00    0.938479238121214532E-01    0.463498296249999342E+01   -0.136633115480082523E+02   -0.185790324823558312E-01   -0.700091898153046710E+01    1
    0.398104151523118421E+01    0.486368467009913807E+01   -0.320320288689488297E+01   -0.141776182719866028E+00    0.288301057667731619E+00    0.105189757717909588E+00    0.172081620197439245E+01   -0.124309830443454885E+02   -0.135308831652436769E-01   -0.710091898153046674E+01    1
    0.481036751172751575E+01    0.312363370238796412E+01   -0.309571765293322265E+01    0.101367349622132252E+01    0.994710726704850723E+00    0.308952670616997188E-01    0.163971890490163696E+01   -0.100546132042048058E+02   -0.119356433366728364E-01   -0.720091898153046728E+01    1
    0.445812750263085089E+01    0.559570823930023309E+01   -0.342315360895557763E+01    0.124835046478222189E+01    0.297601315455689130E+00    0.947128095011762067E-01    0.224204693692591706E+01   -0.127067171558093452E+02   -0.106915150318952282E-01   -0.730091898153046781E+01    1
