    0.196178896493539368E+01    0.241013284619913604E+01    0.467600576867788220E+01    0.111922879327586267E+01    0.262932302406404084E+01    0.279113453245854407E+04    0.157241010319762864E+03    0.285724403381109493E+01    0.162171939328551340E+01    0.765114273308221904E+00    0.325112919701629943E+01    0.494863201434917954E+01    0.868228540387614735E-10   -0.433197216094905357E+01
    0.513044105281315055E+01    0.549675102125396187E+01    0.476818142910100562E+01    0.439676354406722680E+01    0.349815320958881548E+01    0.471264457643265644E+03    0.193250838039083789E+03    0.559532860520151765E+01    0.707729020114317109E+01   -0.343104522503338227E+00    0.536462801360725217E+00    0.354181436250199688E+01    0.686317259173440041E-10   -0.336911772665797082E+01
    0.322628175139050732E+01    0.524087755352862761E+01    0.392468491691503774E+01    0.600634435325218607E+01    0.303793683603790710E+01    0.375274203145825459E+04    0.102957425342674085E+03    0.751546470241296038E+01    0.659827774011340207E+01   -0.163405282330477664E+01    0.342787125045497199E+01    0.170726425278841987E+01    0.134562411823428277E-10   -0.323496474252796729E+01
    0.449828408603832219E+01    0.535604971634897264E+01    0.283876883177785855E+01    0.123281039370772638E+01    0.205910562978399181E+01    0.261386284319184824E+04    0.128486787524448260E+03    0.484710132130020366E+01    0.535319621196939988E+01    0.117103710970525121E+01    0.243726934580620025E+01    0.489326821484447549E+01    0.345368847469417623E-10   -0.312761901753619798E+01
    0.514917408247619335E+01    0.358920448139858728E+01    0.554001595630049248E+01    0.289272832898616494E+01    0.614253383074000325E+01    0.367207877301242434E+04    0.818036058632138605E+02    0.771897685986849957E+01    0.543192273203942655E+01   -0.164380097863872665E+01    0.257078773473342492E+01    0.164643950206312439E+01    0.365753333519464664E-10   -0.293151062429474063E+01
    0.579901610556320168E+01    0.517790786043065943E+01    0.220798557860131428E+01    0.409527674946906650E+01    0.372497092811730823E+01    0.773270700129541092E+04    0.159017655937066274E+04    0.854030653249897398E+01    0.239588796035172180E+01   -0.369171227507831823E-01    0.465885492443162907E+00    0.361214940157828046E+01    0.669834434043207536E-10   -0.292672123114942062E+01
    0.546921712143242456E+01    0.602495490969263869E+01    0.319950004111584985E+01    0.449661458929990143E+01    0.243149451063735045E+01    0.505862639419989318E+04    0.855007392708093903E+02    0.533558950208426985E+01    0.978461614865011242E+01    0.139258166888471369E+00    0.361701261774704985E+01    0.272648279322005171E+01    0.978640699216629383E-11   -0.287187138583620349E+01
    0.506718303064777409E+01    0.417542047833660401E+01    0.250045462516363282E+01    0.194600270476832637E+01    0.932070732233876820E+00    0.589643124066742075E+04    0.489121368331396766E+02    0.348554489745456575E+01    0.812400900456172970E+01   -0.952195222611184278E+00    0.250584903487793698E+01    0.369550469938343529E+01    0.547594615213261212E-10   -0.275127690324986984E+01
    0.359913882671996932E+01    0.802681794360498468E+00    0.253309838492100425E+01    0.980916472625396163E+00    0.685378965047850341E+00    0.628424947825675190E+04    0.582215721604739898E+02    0.275788560751552003E+01    0.967631813328927848E+01   -0.367799879943380148E+00    0.458577048526161946E+01    0.345266316742312984E+01    0.617782297192059848E-10   -0.269170119903688221E+01
    0.267378314873547707E+01    0.343518653715037470E+01    0.304511298972601985E+01    0.448432592723591572E+01    0.491523302527669426E+01    0.280966732275350932E+04    0.114723292344537896E+03    0.279215579756093035E+01    0.833461208428395395E+01   -0.931002361791184674E+00    0.668297856747914421E+00    0.439455958862989959E+01    0.565681896416502758E-10   -0.266693217270522664E+01
    0.476806477916725324E+01    0.308727159502543413E+01    0.455697437613464906E+01    0.127406962153723047E+01    0.270086346538107813E+01    0.298476478291816102E+04    0.100258180938051105E+02    0.472766747257090536E+01    0.321513323115995897E+01   -0.157585014835809734E+01    0.222805810444456132E+01    0.447693860923401576E+01    0.379434044657909872E-10   -0.258427217746159954E+01
    0.187515719112378565E+01    0.599160996290260961E+01    0.532363058584016002E+01    0.438094694175782706E+01    0.447071201210369917E+01    0.584423618582212021E+04    0.171733727853171181E+01    0.673528561776654211E+01    0.627911325279952415E+01    0.702909652785018046E+00    0.180543814666984836E+01    0.327022003908238501E+01    0.834807997177641933E-10   -0.255507112105753142E+01
    0.285070349493647601E+01    0.105427006626762010E+01    0.335474878203585991E+01    0.364836212782328584E+01    0.449933712348614456E+01    0.232278705566271901E+04    0.111908123701566922E+03    0.722156980411574256E+01    0.506422532456120145E+01    0.634604715213457293E+00    0.564741248805722140E+01    0.287085461807756515E+01    0.110382038647068724E-10   -0.249571632001623822E+01
    0.273668614936878951E+01    0.284823681953680330E+01    0.596717930270152497E+01    0.204374939392694088E+01    0.463592290915287375E+01    0.245664668101046709E+04    0.900641867740401381E+02    0.392998392667638008E+01    0.335427401720606966E+01   -0.162737630412977019E+01    0.863084212654995908E+00    0.517166368857127257E+01    0.685893873236365544E-10   -0.246722926211397553E+01
    0.213928078149570133E+01    0.115141441783502829E+01    0.285506449762702363E+01    0.348587925815773714E+01    0.463766427932924241E+01    0.459489471270726608E+04    0.430467297527380595E+02    0.239266411729667361E+01    0.615557075755683414E+01    0.125482796554926201E+01    0.297612492127506689E+01    0.388952830514638048E+01    0.923219300513551725E-10   -0.241605026765436381E+01
    0.532235644176411782E+01    0.262731635193079782E+01    0.348937782028925358E+01    0.659414566341654518E+00    0.791797235989799786E+00    0.479542471923677294E+04    0.123412867431031327E+04    0.433979625335839891E+01    0.240112434893619842E+01    0.903631173398093956E-01    0.373608448062981147E+01    0.372995834319569219E+01    0.539976974982116999E-10   -0.240110856870556955E+01
    0.362517193860393716E+01    0.578572711002199735E+01    0.624303721988093674E+01    0.528421638603585997E+01    0.612091757022961813E+00    0.140538395889825006E+04    0.127580198163433067E+03    0.890649164763143730E+01    0.844080988533209364E+01   -0.179154072871575409E+01    0.332684659046821540E+01    0.715027778022770066E+00    0.609686375439803296E-10   -0.224734483501096749E+01
    0.422278092149910833E+01    0.413599239856528822E+01    0.282006640459340030E+01    0.407156478052579018E+01    0.281090118572393388E+01    0.171491624740334692E+04    0.121256242954805089E+03    0.787428894364593202E+01    0.858585801289762784E+01   -0.137075064440064232E+00    0.371562119317321304E-01    0.535802663939653456E+01    0.297163025670094910E-10   -0.223142352386574627E+01
    0.607960219817504832E+01    0.263349018064532370E+01    0.292024584544332821E+01    0.348717702510584360E+01    0.261860206379002047E+01    0.115793481442292182E+04    0.128341989740470240E+03    0.514598914573218291E+01    0.968801158897202086E+01   -0.119855946360281451E+01    0.450767614511500270E+01    0.151264719070343667E+01    0.289048598512666244E-10   -0.220600292251331842E+01
    0.310317051120930332E+01    0.495574063739796777E+01    0.527522143576986657E+01    0.267231885105786038E+01    0.576898650529118762E-01    0.409218970773610636E+04    0.683337483652924504E+02    0.554533209496172041E+01    0.836628243410985561E+01   -0.129885567092584253E+00    0.445652806579558813E+01    0.211707696380484611E+01    0.580562567620318689E-10   -0.213358875914841484E+01
    0.397474608084706871E+01    0.505572675439206431E+01    0.560617742127745622E+01    0.362272855462937571E+01    0.366441226359786443E+01    0.389804925202186666E+03    0.211010799256829984E+03    0.396990284916859437E+01    0.298742831974381495E+01   -0.116562876086117706E+01    0.259454446943200434E+01    0.362475844519531654E+01    0.258942058656765301E-10   -0.210832798443315506E+01
    0.450113620477794552E+01    0.181498698150173965E+01    0.399661115148105894E+01    0.252862598504735825E+01    0.497866283952156596E+01    0.144161005531884393E+04    0.129575368732031080E+03    0.618625451528349402E+01    0.509140762939044222E+01    0.975442477853238454E+00    0.483737138684084833E+01    0.495776497532323646E+01    0.586931991079024908E-10   -0.205576891070127887E+01
    0.384667420731878318E+01    0.269743211518717718E+01    0.401822732170086550E+01    0.463438826432852724E+00    0.851102565785578746E+00    0.260713135501508623E+04    0.688016946710207691E+02    0.459881631536272639E+01    0.498925977509345397E+01    0.200807629705956447E+00    0.492705204752869275E+01    0.346830966347520686E+01    0.946569369204009220E-10   -0.193314665695737897E+01
    0.452551620171611368E+01    0.428472897406903996E+01    0.385768837043693535E+01    0.420082801568868813E+01    0.413779036207665829E+01    0.474915910063746014E+04    0.491085566731839940E+01    0.904356438445713628E+01    0.597815182796729072E+01    0.834719344621381865E+00    0.557142650572433773E+01    0.169129666512136323E+01    0.930289802740450857E-11   -0.191132638221336570E+01
    0.419495436496441254E+01    0.100927126425148539E+01    0.165058837634744426E+01    0.193964248821671337E+01    0.326319762276309033E+01    0.302334358577965622E+04    0.762188782621541634E+02    0.717766811545523709E+01    0.799597174483373152E+01    0.133312254317374768E+01    0.561912308949603911E+01    0.514742591393093729E+01    0.129634083578399527E-10   -0.175602821888092442E+01
    0.344447927045280844E+01    0.552733071804813389E-01    0.362072624051669667E+01    0.119322449419045684E+01    0.346544935272678778E+01    0.190462297969225938E+04    0.983605908375790676E+02    0.657016228448370221E+01    0.765878458375855153E+01   -0.249178991434284569E+00    0.462321059190319605E+01    0.599882442482780132E+01    0.488095243246962889E-10   -0.174981574068323953E+01
    0.405154790413484811E+01    0.432797039840716558E+01    0.299428193674532306E+01    0.359236495464320571E+01    0.193282804155928223E+01    0.990931307277502469E+03    0.250773653390149434E+03    0.773476805349098573E+01    0.297295441360376111E+01   -0.664966398218071131E+00    0.549599645564584183E+00    0.587907511437736563E+01    0.549801706453557302E-10   -0.174923561017500462E+01
    0.308670441829723252E+00    0.263539199398815605E+01    0.586339863617110790E+01    0.544851079298598773E+01    0.517839098988315705E+01    0.742188825053151504E+03    0.153732872245429888E+03    0.588657606196594241E+01    0.483592762141203991E+01   -0.613890045516648719E+00    0.525881206124578693E+01    0.100663039856451308E+01    0.735823115854964698E-10   -0.171903113679338637E+01
