    0.198061165817853824E+01    0.295577107871566991E+01   -0.697401889338699288E+00   -0.504921094338898646E+00    0.577293916442539246E+00    0.526062879936538663E+00    0.440530951784389924E+01   -0.123008513109875253E+02   -0.805329266173408165E+01
    0.102224214506238176E+01    0.450855775247498514E+01   -0.217983702623629227E+01    0.925010305723079185E+00   -0.285858683991601970E+00    0.501398323695751214E+00    0.819394108073101535E-01   -0.101404153172598566E+02   -0.461709059695853075E+01
    0.387968148150090020E+01    0.360190302508023663E+01   -0.140269519941523368E+01    0.328846850047983086E+00    0.571832864041217359E+00    0.396153217557681958E+00    0.507848973227013634E+01   -0.135186001246722629E+02   -0.406693235706449929E+01
    0.212975102445499465E+01    0.233867826264183920E+01   -0.386294988432498032E+01   -0.957458018787245679E+00   -0.510960378974304463E-01    0.418995040106658390E+00    0.503672853777328910E+01   -0.128565089555178975E+02   -0.380781741248573447E+01
    0.401547439969436581E+01    0.195276571192722770E+01   -0.147423662025477142E+01   -0.851796247997801181E+00   -0.543954986288172737E+00    0.403347850411794995E+00    0.172024126103585373E+01   -0.137135404612462537E+02   -0.357400171526099486E+01
    0.332446562508098609E+01    0.150883445402352345E+01   -0.130950957479553365E+01   -0.835305761342128195E+00   -0.322151138654525049E-01    0.275047195791269961E+00    0.439939417967978574E+01   -0.133685601062462496E+02   -0.337534256754216910E+01
    0.460030357264707312E+01    0.467017243665529858E+01   -0.222793147006359327E+01    0.488567531146944400E+00   -0.954858366064999631E+00    0.441550056357053133E+00    0.106533815617011163E+01   -0.108475496182351492E+02   -0.327331516440969983E+01
    0.369736085593764674E+01    0.442886396621579959E+01   -0.266220986402562154E+01   -0.157127430268615309E+01   -0.477738337432601745E+00    0.407502670776933418E+00    0.569279028599667036E+01   -0.125683789893272646E+02   -0.317423332285392945E+01
    0.305966523257779910E+01    0.487677374528941687E+01   -0.342224838964948530E+01   -0.391843535684107014E+00    0.676395504328665575E+00    0.417871214297766858E+00    0.326811169073473273E+01   -0.117763744327708473E+02   -0.312442802912542694E+01
    0.186753409217416255E+01    0.254704188110037233E+01   -0.368442341948653196E+01   -0.490740736403716848E+00    0.172507828348189562E-01    0.404654619507134383E+00    0.468288053315342012E+00   -0.122434765575557751E+02   -0.300704792470555793E+01
    0.573231927499903193E+01    0.727478595052694632E+00   -0.727285760300065309E+00   -0.547846182945284310E+00   -0.615566855965860471E+00    0.389929729353504728E+00    0.135227478940947399E+01   -0.120326140417528453E+02   -0.298991534130846404E+01
    0.558089142558813123E+01    0.549181898195922358E+01   -0.347717642784118652E+01   -0.281162261962890625E-01    0.992985963821411133E+00    0.432230119389295619E+00    0.400539198633611182E+01   -0.106325910091400146E+02   -0.292019726011375047E+01
    0.281058326127429492E+01    0.360567079597673601E+01   -0.229074885689830765E+01    0.110891209024063997E+01    0.928953301785741203E+00    0.376271382020952672E+00    0.422969101966163930E+01   -0.135650695426586623E+02   -0.291889144515667853E+01
    0.438154268695161164E+00    0.606801583879200024E+01   -0.178320978680650333E+01    0.511597750084063385E+00   -0.126459008359862790E+00    0.407926091356678955E+00    0.131723556989756529E+01   -0.118277494837191472E+02   -0.288668055848966398E+01
    0.235115116571548377E+01    0.473657881771027078E+01   -0.272301052998504378E+01   -0.154523567376079751E+01   -0.110080514207351321E+00    0.408378309432537889E+00    0.442604931874065333E+01   -0.117457902967349810E+02   -0.283781476314608705E+01
    0.522962715680186019E+01    0.459817632102189289E+00   -0.334347887185561943E+01   -0.938875147755645845E+00   -0.894680594415847352E+00    0.381549179803864436E+00    0.341077736461839631E+01   -0.133484833524375119E+02   -0.282271674240471304E+01
    0.478668881102555677E+01    0.447933693409145839E+01   -0.372176629395299230E+01    0.488348234769351297E+00   -0.379464684512885286E+00    0.394157185151954803E+00    0.283625010693012181E+01   -0.123658137415151028E+02   -0.275030474734303931E+01
    0.936906457812387017E+00    0.465693939521756040E+01   -0.255061919366792544E+01   -0.134476111737589310E+01   -0.543111268755194887E+00    0.428086279364956801E+00    0.116707218209180441E+01   -0.103393742805728213E+02   -0.262269644404924929E+01
    0.293656658102191548E+00    0.519966268850703273E+01   -0.202064882705070037E+01    0.502491777501496095E+00    0.820954926609129165E+00    0.367107251077835928E+00    0.213798967645502991E+01   -0.125020444539371400E+02   -0.252868818104942772E+01
    0.150925485879986998E+01    0.113884609271528126E+01   -0.166159257263607874E+01   -0.201242196792689620E+00    0.963064418823784685E-01    0.374362515888534586E+00    0.435803774697747137E+01   -0.133106994198174213E+02   -0.247958633769102699E+01
    0.623085201074259576E+01    0.174534733436829637E+01   -0.393416340515810115E+01   -0.280992473498432593E+00    0.571733206158038243E-01    0.394813621290040162E+00    0.156498556395166233E+01   -0.115940443336134802E+02   -0.244046809531902698E+01
    0.575137667393970431E+00    0.101640065554972292E+01   -0.198162758814192452E+01   -0.117861001466333448E+01   -0.660262161287159532E+00    0.366880991299419534E+00    0.321955320042807536E+01   -0.136507408485688941E+02   -0.242874797359989181E+01
    0.270020795448798578E+01    0.489040704657960390E+01   -0.375653275351999127E+01    0.316980815460130128E+00   -0.276526425169097978E-01    0.410057143301452265E+00    0.503992705258076867E+01   -0.106793743512376302E+02   -0.240375984132879905E+01
    0.231406642762782200E+01    0.569015215874972569E+01   -0.316407517318840492E+01   -0.748025073948233477E+00    0.248277195655322025E-02    0.398230625462285992E+00    0.537543968814056150E+01   -0.112209591288455588E+02   -0.236438085427604339E+01
    0.419381569039249591E+01    0.422212391788705421E+01   -0.306670164023058867E+01    0.192743437873934331E+01    0.317852011157364389E+00    0.149668058574946222E+00    0.433817468362307057E+01   -0.117866344891395745E+02   -0.235352575495513827E+01
    0.518714869997648265E+01    0.182003832915014918E+01   -0.396479652085517476E+01    0.463342727741684612E-01   -0.186620040010750388E+00    0.380919703358686579E+00    0.277368481292913360E+00   -0.119805192529896356E+02   -0.225266628847032058E+01
    0.125521479732811447E+01    0.228050532699346542E+01   -0.357879400253295898E+01    0.570422649383544922E+00    0.708083629608154297E+00    0.369245105821490283E+00    0.844954774655699792E+00   -0.127086133956909180E+02   -0.223949920362828125E+01
    0.232816264236327752E+01    0.275911945337162789E+01   -0.220899545049897306E+01   -0.172094814411872643E+01    0.389548198603915763E+00    0.373614340749494678E+00    0.355589805470664189E+01   -0.126402936854924857E+02   -0.222123258579548732E+01
    0.373572646409630282E+01    0.245487625395839970E+01   -0.269757609289540579E+01   -0.169162974963675716E+01    0.283877655958866271E-01    0.394595595985273440E+00    0.352647359098278823E+01   -0.111134544238246686E+02   -0.221872975348342383E+01
    0.541967184367666288E+01    0.388838777105671207E+01   -0.358342608151788999E+01    0.117314743509204078E+01   -0.776395127772236737E+00    0.384145931397551543E+00    0.131163049003660770E+00   -0.116558177569854067E+02   -0.219199435013812716E+01
    0.106347342225313191E+01    0.430867923957884358E+01   -0.315474057197570801E+01    0.590857028961181641E+00   -0.305568456649780273E+00    0.407211533185243613E+00    0.487838350159108636E+01   -0.103961811065673828E+02   -0.219144756460455969E+01
    0.414167842925636709E+01    0.445926687763159535E+01   -0.251734400909200673E+01   -0.659063202554682981E+00    0.834501630102092218E+00    0.370484818499721980E+00    0.556793461904637699E+01   -0.128459428716177513E+02   -0.217594099976250233E+01
    0.516953481244310087E+01    0.244725388557688905E+01   -0.172819315225116643E+01    0.889959889766378520E+00    0.323780346851158640E+00    0.480340105483200372E-01    0.796939207463370880E+00   -0.138653780136294937E+02   -0.215446011250973468E+01
    0.186454789090601580E+01    0.205347280459661308E+01   -0.253335075449753555E+01    0.147751275086843448E+01    0.176497757388248466E+00    0.291243032813775837E+00    0.364956665965179683E+01   -0.133361053726839582E+02   -0.210751618266978058E+01
    0.258473761570994931E+01    0.184133500875018208E+01   -0.142629131022633882E+01   -0.727477001892126385E+00   -0.966731251165895200E+00    0.252180181746683829E+00    0.539616807216790662E+01   -0.125065305424854447E+02   -0.210530120123674802E+01
    0.442856699898209527E+01    0.365159054579828801E+01   -0.283993905769536692E+01   -0.415951670994153977E+00   -0.801597330514522755E+00    0.386651872432438370E+00    0.189266516064902945E+01   -0.111918938189223507E+02   -0.208658654418791256E+01
    0.524648657993845990E+01    0.520205729018445329E+01   -0.358145620342488424E+01    0.157824218203579392E+00    0.864327623926313127E+00    0.371437439282024717E+00    0.404399807210704054E+01   -0.120290087860650186E+02   -0.205241291207089027E+01
    0.604681979621284516E+01    0.471115262788742584E+01   -0.378573210367159918E+01   -0.240748808421012761E+00   -0.693153825528005862E+00    0.385229300168244582E+00    0.224344254240542096E+01   -0.111272533618590934E+02   -0.203758765102836747E+01
    0.542740476264010852E+01    0.499371942023287829E+01   -0.269017836377808806E+01    0.343438524813853174E+00    0.322857719581672420E+00    0.383409067814855953E+00    0.207268053653016171E+01   -0.113372845408093639E+02   -0.202797662001475754E+01
    0.349206226621467275E+01    0.385829203790992192E+01   -0.176468877922705802E+01   -0.781237207018171231E+00   -0.670571264547712098E+00    0.371543944204926313E+00    0.210765275085558246E+01   -0.121241284434464855E+02   -0.202468147197190484E+01
    0.263029028407633314E+01    0.411035627307295814E+00   -0.232293152809143066E+01    0.979877233505249023E+00    0.578090906143188477E+00    0.346437985271215443E+00    0.479012036825478127E+01   -0.135599131584167480E+02   -0.191100582383209705E+01
    0.213392282366594488E+01    0.517807872697543914E+01   -0.139566860459711473E+01   -0.914518040444065594E-01    0.278405025580810817E+00    0.249269330605834033E+00    0.769049105084206985E+00   -0.128997781695110625E+02   -0.190947317993868282E+01
    0.580468922768393369E+01    0.559636385978822215E+01   -0.169958425780753730E+01   -0.144855575864362462E+01   -0.742845940715345154E+00    0.385503151249665332E+00    0.419891286181037682E+01   -0.105301637797482996E+02   -0.189006375239566049E+01
    0.573263373564938306E+01    0.328573151573976974E+01   -0.287279255427816960E+01    0.598487359638572247E+00    0.730437975824547170E-01    0.378428659163630776E+00    0.363841706457956482E+01   -0.111184439510541786E+02   -0.185671116901126276E+01
    0.463587837978688544E+01    0.111505956375682302E+01   -0.297086333343709263E+01    0.871009163505339412E+00    0.396613443838536028E-01    0.350817510931758114E+00    0.109694338582492334E+01   -0.129175087152204195E+02   -0.184762930331782305E+01
    0.100042126287849586E+01    0.464547740541011844E+01   -0.161172095849584407E+01   -0.164412564665668626E+01   -0.295119810197567500E+00    0.328119355908962018E+00    0.303599626010127199E+01   -0.133473002574759185E+02   -0.180716597910988708E+01
    0.339105661479653975E+01    0.142520307641676669E+01   -0.387276147983727226E+01    0.394891334812633499E+00   -0.461261801675989846E+00    0.367734079788386459E+00    0.558428945131888543E+01   -0.113351806496955252E+02   -0.175287007265575112E+01
    0.616858027724475644E+01    0.484475892501167582E+01   -0.323207243090157048E+01    0.150215409292114144E+01    0.687255088788409019E+00    0.365053724634924637E+00    0.247003383402208732E+01   -0.117843513286637496E+02   -0.173149039301528918E+01
    0.101747820634830025E+00    0.249240291625578064E+00   -0.190392038836864463E+01   -0.887776557822579138E+00    0.514618251920548886E-01    0.379700077155477378E+00    0.482950263103745850E-01   -0.105933573413110445E+02   -0.170974604619075898E+01
    0.349599967883084961E+01    0.497070674212496399E+01   -0.197819671988685863E+01    0.207038164268877889E+00   -0.879358246761795748E+00    0.352255607482611421E+00    0.165003870491072080E+01   -0.124186216731345276E+02   -0.170461900591509696E+01
