    0.247262982304453871E+01    0.312609564055085176E+01    0.420861463195264385E+01    0.734665167748928122E-01    0.418066978454534333E-04   -0.989852428436279297E+02    0.565060138702392578E+01    0.907878369024992082E+00    0.253903970594406114E+00    0.745110313695669176E-10   -0.842622806885572616E+06   -0.368877528961732093E+01    1
    0.126923822347640991E+01    0.566073001703083545E+01    0.345896110647261157E+01    0.588618293583393126E+00   -0.203100562095642062E-01    0.533598423004150391E+02   -0.635991573333740234E+01    0.292984369945824152E+01    0.337879669367194202E+01    0.833700718390941599E-10   -0.338011055575499544E+06   -0.371377528961732040E+01    1
    0.515220152378141893E+01    0.628151894839167646E+01    0.573024344199180646E+01    0.536509256732463857E+00    0.890851020812988281E-02    0.666967868804931641E+02   -0.396112561225891113E+01    0.227606516834974304E+01    0.593393347272872962E+01    0.352313026612997119E-10   -0.715846633142203063E+05   -0.373877528961732031E+01    1
    0.389977118828833103E+01    0.229662749209582806E+01    0.183193358121931560E+01    0.639651574182510396E+00    0.323462486267089844E-01   -0.300514936447143555E+02    0.863711595535278320E+01    0.202467901038706311E+01    0.538093673074126233E+01    0.147260236918926243E-10   -0.128495968499872124E+05   -0.376377528961732111E+01    1
    0.553382409613251713E+01    0.613851557987332375E+00    0.160764864460051071E+01    0.843393133223056757E+00    0.660057306289672796E-01   -0.804497480392456055E+02   -0.728879809379577637E+01    0.532650171901524061E+01    0.358417725039720558E+01    0.571755978232622204E-10   -0.835779158850396198E+04   -0.378877528961732191E+01    1
    0.513953606113195427E+01    0.216590309468507769E+01    0.262426783205628400E+01    0.841986961865425099E+00    0.294091701507567804E-02   -0.814487457275390625E+02    0.586324810981750488E+01    0.264940850764274627E+01    0.937668552840352110E+00    0.744286898273229597E-10   -0.800094297116602684E+04   -0.381377528961732137E+01    1
    0.137150680661022673E+01    0.182786830439090742E+01    0.402856013193130524E+00    0.508957917350530642E+00   -0.616061687469485197E-03    0.659948706626892090E+02   -0.206101775169372559E+01    0.147917204005241398E+01    0.441451013622641586E+01    0.112427249485254302E-10   -0.793180578472059551E+04   -0.383877528961732128E+01    1
    0.476750686798274526E+01    0.391422305079698607E+00    0.625664155144274226E+01    0.896340187174081815E+00   -0.412392616271972656E-02   -0.688246488571166992E+02   -0.107019424438476562E+01    0.110571971913278100E+01    0.724306496366858510E+00    0.494782847344875429E-11   -0.449184549230758148E+04   -0.386377528961732164E+01    1
    0.437384987779617340E+01    0.234831699074685574E+01    0.401036431986451181E+01    0.633181839007139202E+00   -0.731400728225708036E-01    0.677477121353149414E+02   -0.919353842735290527E+01    0.477913794144749637E+01    0.172369535159587861E+01    0.378792364460229928E-10   -0.424134222876518561E+04   -0.388877528961732022E+01    1
    0.285822629244089121E+01    0.347517577488005180E+01    0.242608230973243710E+01    0.910291762381792102E+00   -0.272693753242492648E-01   -0.567669034004211426E+02   -0.995916247367858887E+01    0.615149225809574207E+00    0.447679369760632540E+01    0.881200154602527706E-10   -0.415882186814813576E+04   -0.391377528961732102E+01    1
