    0.626592970718860620E+01    0.224571359807968163E+01    0.133221237633228295E+00    0.840688247203826983E-01   -0.359716057777404868E-01   -0.513440132141113281E+02   -0.721189379692077637E+01    0.465079428699374198E+01    0.316675777151763471E+01    0.996628264033794445E-10   -0.304027783591926148E+01
    0.400238057307243356E+01    0.372173603167176248E+01    0.511586233067095275E+01    0.447578364753723146E+00    0.429463386535644531E-01    0.578259348869323730E+02   -0.221965312957763672E+00    0.401209342010557712E+01    0.212373357180356992E+00    0.960478860861062980E-10   -0.209093052269606616E+01
    0.429924053189516098E+01    0.182938505898833292E+01    0.232086410704076318E+01    0.200522091120481472E+00   -0.459550499916076688E-01   -0.347371339797973633E+02   -0.476821064949035645E+01    0.418192274709641953E+01    0.502629291584432103E+01    0.609563953459262877E-11   -0.185124326222433822E+01
    0.773146350757813794E+00    0.394024508900025702E-02    0.555691048776227614E+01    0.800937311818602282E+00    0.950597236100459153E-01    0.439922041934690071E+02    0.288215436927007573E+00    0.271547924702731747E+01    0.944046195030294188E-01    0.176549074386561865E-10   -0.172946024912213536E+01
    0.552760540228307296E+01    0.321141327390968812E+01    0.529296421507596992E+01    0.107873910003900536E+00    0.586798191070556641E-01    0.132615208625793457E+02   -0.250617623329162598E+01    0.314629619023740315E+01    0.145663231772005575E+01    0.483959666407108380E-10   -0.154348027703293789E+01
    0.222938208339214322E+00    0.394923199394941360E+00    0.580557034389495907E+01    0.924354072213172950E-01   -0.670474767684936523E-02    0.284621596336364746E+02   -0.148485183715820312E+01    0.113446652558803573E+01    0.167805452047646053E+01    0.642551526963710840E-10   -0.145931280794500973E+01
    0.306280616838105724E+01    0.388415032770846391E+01    0.470006616938004562E+01    0.350406612557168040E+00   -0.934293334136044734E-01    0.337378625874290492E+02   -0.136590066274051836E+01    0.205482976601010092E+01    0.137366842373034737E+01    0.604245781424154690E-10   -0.137084856033139801E+01
    0.223659827722443705E+01    0.129476172854813987E+01    0.336864603919022976E+01    0.499540503104865374E-02   -0.116856611389721116E-01    0.473338914004539788E+02    0.537721542546226772E+01    0.194284889401830396E+01    0.281040605646153629E+01    0.448228619286912452E-10   -0.132021491933919632E+01
    0.228585886612152045E+01    0.605933903987535505E+01    0.180711742528429009E+01    0.454920037826092249E+00   -0.381692182059128471E-01   -0.130414696250638684E+02    0.251260072664905465E+01    0.536149812732428188E+01    0.339530344455146871E+01    0.417072850947982461E-10   -0.118051728237201292E+01
    0.129225881319224833E+01    0.457225448689520420E+01    0.175996675888359544E+01    0.766244364744424811E+00    0.685898542404174971E-01   -0.196128249168395996E+02   -0.952094912528991699E+01    0.332505938906073606E+01    0.557568277794837996E+01    0.770892108541727034E-10   -0.117092370913476795E+01
